P_max,OmegaP,OmegaM,t_max,Mu,Gamma_e,delta_a,delta_f,number_of_fails,mp.dps,ComputTime
0.115289468552591,0.336785148850305,0.20595187693145,4.52022737945265,0,0.0562,24.5,24.4972521061281,6,80,25219.2681634426
0.331691379642298,0.416803744065049,0.274469169796334,3.68690653440049,0,0.1,0,0,0,25,297.791126251221
0.243759502379989,0.629493783226562,0.329754613105524,2.58349766110029,0,0.1,0.5,0.312568167726792,1,25,1101.22091341019
0.175302961431344,0.457658294428561,0.361757433786941,2.8338306736741,0,0.1,1,0.745597496062852,5,25,1571.39374494553
0.168591294696579,0.421104889460469,0.292049226320653,3.50010416139942,0,0.1,1.5,1.40060418632487,0,25,1398.52186226845
0.167262452502226,0.418418815433501,0.282716028153108,3.59549260539159,0,0.1,2,1.93199668374425,0,25,1223.95679044724
0.16672100095464,0.417668944971852,0.279390816844471,3.6314654995255,0,0.1,2.5,2.44744988864551,2,25,2514.22127008438
0.166442591651472,0.417348600969467,0.27777065138762,3.64942863982429,0,0.1,3,2.95695454866314,0,25,1531.59698796272
0.166279577027862,0.417181148825787,0.276846560124905,3.65982560339596,0,0.1,3.5,3.46347106199714,1,25,2550.65899634361
0.166175630146396,0.417081254788362,0.276262452655374,3.66638672129813,0,0.1,4,3.968238112411,1,25,1777.43856263161
0.166105181973851,0.417023627523155,0.275878207696795,3.67078611296153,0,0.1,4.5,4.4718890287855,1,25,1655.58540248871
0.166055190188316,0.41697302770335,0.275604495214385,3.67391047233126,0,0.1,5,4.97477095866663,6,25,4348.03542017937
0.166018413170858,0.41694203293697,0.275398521447919,3.67623741008444,0,0.1,5.5,5.47711851493272,0,25,1385.20529818535
0.165990560219331,0.416926505073535,0.275252716131866,3.67794020351624,0,0.1,6,5.97905692213156,1,25,2609.23038387299
0.165968954659706,0.4169081163299,0.27513459994281,3.67926185707025,0,0.1,6.5,6.48069335063127,3,25,4607.78744196892
0.165951854976871,0.416887670953683,0.275040743033577,3.68034495755438,0,0.1,7,6.98209509614494,0,25,1276.32250475883
0.165938087854423,0.416876761960357,0.274966339334648,3.68119148093089,0,0.1,7.5,7.48330285008375,2,25,3742.62931251526
0.16592683909735,0.416871029229668,0.274907006034648,3.68188940914135,0,0.1,8,7.98435753870703,1,25,3415.77665948868
0.165917528484239,0.416857056410183,0.274852184537262,3.6824991996221,0,0.1,8.5,8.48527764480868,4,25,3839.13296842575
0.165909730206262,0.416853645590956,0.274815992349002,3.68292882715239,0,0.1,9,8.9861082452905,2,25,3462.75018525124
0.165903116969719,0.416855719558548,0.274777712310138,3.68335811770307,0,0.1,9.5,9.48683985177548,2,25,3019.55475997925
0.165897405316619,0.416879592269161,0.274780291568811,3.68346408857757,0,0.1,10,9.98750457815666,2,25,2776.55299735069
